generator,gen_capacity,var_cost,type
GEN_152053_PARICHA2_220_1,110,3910,coal
GEN_152053_PARICHA2_220_2,110,3910,coal
GEN_152053_PARICHA2_220_3,210,3330,coal
GEN_152053_PARICHA2_220_4,210,3330,coal
GEN_152055_PANKI2_220_1,110,4360,coal
GEN_152055_PANKI2_220_2,110,4360,coal
GEN_152061_OBRA2_220_1,94,2430,coal
GEN_152061_OBRA2_220_2,94,2430,coal
GEN_152061_OBRA2_220_3,50,2430,coal
GEN_152061_OBRA2_220_4,50,2430,coal
GEN_152073_TANDA2_220_1,110,3520,coal
GEN_152073_TANDA2_220_2,110,3520,coal
GEN_152073_TANDA2_220_3,110,3520,coal
GEN_152073_TANDA2_220_4,110,3520,coal
GEN_152104_DADRI_TH_220_1,210,4150,coal
GEN_152104_DADRI_TH_220_2,210,4150,coal
GEN_152104_DADRI_TH_220_3,210,4150,coal
GEN_152104_DADRI_TH_220_4,210,4150,coal
GEN_152104_DADRI_TH_220_SW,210,4150,coal
GEN_154005_PARICHHA_400_5,250,3230,coal
GEN_154005_PARICHHA_400_6,250,3230,coal
GEN_154014_ANPARA4_400_1,210,1910,coal
GEN_154014_ANPARA4_400_2,210,1910,coal
GEN_154014_ANPARA4_400_3,210,1910,coal
GEN_154014_ANPARA4_400_4,500,1830,coal
GEN_154014_ANPARA4_400_5,500,1830,coal
GEN_154017_ROSA-TP2_400_3,300,4330,coal
GEN_154017_ROSA-TP2_400_4,300,4330,coal
GEN_154018_OBRA4_400_5,200,2520,coal
GEN_154018_OBRA4_400_6,200,2520,coal
GEN_154018_OBRA4_400_7,200,2520,coal
GEN_154018_OBRA4_400_8,200,2520,coal
GEN_154018_OBRA4_400_9,200,2520,coal
GEN_154056_SINGRL4_400_1,200,1320,coal
GEN_154056_SINGRL4_400_2,200,1320,coal
GEN_154056_SINGRL4_400_3,200,1320,coal
GEN_154056_SINGRL4_400_4,200,1320,coal
GEN_154056_SINGRL4_400_5,200,1320,coal
GEN_154056_SINGRL4_400_6,500,1320,coal
GEN_154056_SINGRL4_400_7,500,1320,coal
GEN_154057_RIHAND-G_400_1,500,1760,coal
GEN_154057_RIHAND-G_400_2,500,1760,coal
GEN_154057_RIHAND-G_400_3,500,1790,coal
GEN_154057_RIHAND-G_400_4,500,1790,coal
GEN_154057_RIHAND-G_400_5,500,1820,coal
GEN_154057_RIHAND-G_400_6,500,1820,coal
GEN_154058_UNCHAHR2_220_1,210,2910,coal
GEN_154058_UNCHAHR2_220_2,210,2910,coal
GEN_154058_UNCHAHR2_220_3,210,2860,coal
GEN_154058_UNCHAHR2_220_4,210,2860,coal
GEN_154058_UNCHAHR2_220_5,210,2860,coal
GEN_154061_DADR-NCR_400_5,490,4300,coal
GEN_154061_DADR-NCR_400_6,490,4300,coal
GEN_157000_ANPARAC_765_1,600,1910,coal
GEN_157000_ANPARAC_765_2,600,1910,coal
GEN_157001_ANPARA-D_765_1,600,1790,coal
GEN_157001_ANPARA-D_765_2,600,1790,coal
GEN_211002_BARAUNI_132_1,17,2689.777778,coal
GEN_211002_BARAUNI_132_2,17,2689.777778,coal
GEN_211002_BARAUNI_132_3,17,2689.777778,coal
GEN_211002_BARAUNI_132_4,45,2689.777778,coal
GEN_211002_BARAUNI_132_5,45,2689.777778,coal
GEN_211002_BARAUNI_132_6,45,2830,coal
GEN_211002_BARAUNI_132_7,45,2830,coal
GEN_212002_MTPS2_220_1,138,2689.777778,coal
GEN_212002_MTPS2_220_2,138,2689.777778,coal
GEN_214001_KHALGAON4_400_1,185,2810,coal
GEN_214001_KHALGAON4_400_2,185,2810,coal
GEN_214001_KHALGAON4_400_3,185,2810,coal
GEN_214001_KHALGAON4_400_4,185,2810,coal
GEN_214001_KHALGAON4_400_5,525,2436,coal
GEN_214001_KHALGAON4_400_6,525,2436,coal
GEN_214001_KHALGAON4_400_7,525,2436,coal
GEN_222001_PATRTU2_220_5,120,1600,coal
GEN_222001_PATRTU2_220_6,120,1600,coal
GEN_222001_PATRTU2_220_7,138,1600,coal
GEN_222001_PATRTU2_220_8,50,1600,coal
GEN_222001_PATRTU2_220_9,50,1600,coal
GEN_222004_TENGHAT_220_1,210,1257.4,coal
GEN_222004_TENGHAT_220_2,210,1257.4,coal
GEN_224000_CORPORAT_400_1,257,1528.311111,coal
GEN_224000_CORPORAT_400_2,257,1528.311111,coal
GEN_224001_MPL_400_1,525,2030,coal
GEN_224001_MPL_400_2,525,1660,coal
GEN_224002_ADUNIK_400_1,270,1620,coal
GEN_224002_ADUNIK_400_2,270,1620,coal
GEN_232001_MEJIA2_220_1,210,1260,coal
GEN_232001_MEJIA2_220_2,210,1260,coal
GEN_232001_MEJIA2_220_3,210,1260,coal
GEN_232001_MEJIA2_220_4,210,1260,coal
GEN_232001_MEJIA2_220_5,250,1260,coal
GEN_232001_MEJIA2_220_6,250,1260,coal
GEN_232007_WARIA_GEN_220_1,210,1650,coal
GEN_232007_WARIA_GEN_220_2,150,1650,coal
GEN_234000_RAGHUNAT_400_1,600,4070,coal
GEN_234001_DSTPS_400_1,500,2600,coal
GEN_234001_DSTPS_400_2,500,2700,coal
GEN_234002_MEJIA_400_1,500,1890,coal
GEN_234002_MEJIA_400_2,500,2200,coal
GEN_241001_BOKARO1_132_1,210,1070,coal
GEN_241001_BOKARO1_132_2,65,1070,coal
GEN_241001_BOKARO1_132_3,65,1070,coal
GEN_241001_BOKARO1_132_4,108,1070,coal
GEN_241002_CHNPUR1_132_1,125,1220,coal
GEN_241002_CHNPUR1_132_2,125,1220,coal
GEN_241002_CHNPUR1_132_3,125,1220,coal
GEN_241002_CHNPUR1_132_4,141,1220,coal
GEN_241031_JOJOBE_1_132_1,120,2614.671396,coal
GEN_241031_JOJOBE_1_132_2,120,2614.671396,coal
GEN_241031_JOJOBE_1_132_3,67.5,2200,coal
GEN_242000_BOKARO2_220_1,210,2025.588998,coal
GEN_242000_BOKARO2_220_2,210,2025.588998,coal
GEN_242000_BOKARO2_220_3,210,2025.588998,coal
GEN_242001_CHNPUR2_220_7,250,1220,coal
GEN_242001_CHNPUR2_220_8,250,1220,coal
GEN_244002_KODERMA4_400_1,500,1830,coal
GEN_244002_KODERMA4_400_2,500,1830,coal
GEN_251010_TALCHER1_132_1,60,1956.576923,coal
GEN_251010_TALCHER1_132_2,60,1956.576923,coal
GEN_251010_TALCHER1_132_3,60,1956.576923,coal
GEN_251010_TALCHER1_132_4,60,1956.576923,coal
GEN_251022_ICCL1_132_1,54,2140,coal
GEN_251022_ICCL1_132_2,54,2140,coal
GEN_251065_HINDLCO_132_1,120,2140,coal
GEN_251066_NBVLBSSL_132_1,120,1410,coal
GEN_251066_NBVLBSSL_132_2,120,1410,coal
GEN_252006_TTPS2_220_1,110,1140,coal
GEN_252006_TTPS2_220_2,110,1140,coal
GEN_252011_NALCO2_220_1,120,2140,coal
GEN_252011_NALCO2_220_2,120,2140,coal
GEN_252011_NALCO2_220_3,120,2140,coal
GEN_252011_NALCO2_220_4,120,2140,coal
GEN_252011_NALCO2_220_5,120,2140,coal
GEN_252011_NALCO2_220_6,120,2140,coal
GEN_252011_NALCO2_220_7,120,2140,coal
GEN_252011_NALCO2_220_8,120,2140,coal
GEN_252011_NALCO2_220_9,120,2140,coal
GEN_252015_IBTPS2_220_1,230,3500,coal
GEN_252015_IBTPS2_220_2,230,3500,coal
GEN_252032_BSSL_220_1,120,2140,coal
GEN_252033_JINSTL_220_1,120,2140,coal
GEN_252033_JINSTL_220_2,120,2140,coal
GEN_252034_TSIL_220_1,120,2140,coal
GEN_252036_VEDANT_220_1,120,2330,coal
GEN_252036_VEDANT_220_2,120,2330,coal
GEN_252036_VEDANT_220_3,120,2330,coal
GEN_252036_VEDANT_220_4,120,2330,coal
GEN_252036_VEDANT_220_5,120,1410,coal
GEN_252036_VEDANT_220_6,120,1410,coal
GEN_252036_VEDANT_220_7,120,1410,coal
GEN_254000_GMR_IPP_400_1,350,2750,coal
GEN_254000_GMR_IPP_400_2,350,2750,coal
GEN_254000_GMR_IPP_400_3,350,2750,coal
GEN_254004_STER_OPT_400_2,465,1040,coal
GEN_254006_STERLIT_400_1,600,1040,coal
GEN_254006_STERLIT_400_3,600,1040,coal
GEN_254006_STERLIT_400_4,600,1040,coal
GEN_254008_TSTPP4_400_1,500,1482,coal
GEN_254008_TSTPP4_400_2,500,1482,coal
GEN_254013_JSPL_400_1,120,2140,coal
GEN_254013_JSPL_400_2,120,2140,coal
GEN_254013_JSPL_400_3,120,2140,coal
GEN_254013_JSPL_400_4,120,2140,coal
GEN_254013_JSPL_400_5,120,2140,coal
GEN_254013_JSPL_400_6,120,2140,coal
GEN_254013_JSPL_400_7,120,2140,coal
GEN_254021_JITPL_400_1,660,1410,coal
GEN_254021_JITPL_400_2,660,1410,coal
GEN_254024_TAL-ST2_400_1,545,1482,coal
GEN_254024_TAL-ST2_400_2,545,1482,coal
GEN_254024_TAL-ST2_400_3,545,1482,coal
GEN_254024_TAL-ST2_400_4,545,1482,coal
GEN_254026_GMR(ODISHA)_400_1,350,2750,coal
GEN_261006_BANDEL1_132_1,85,2170,coal
GEN_261006_BANDEL1_132_2,85,2170,coal
GEN_261006_BANDEL1_132_3,85,2170,coal
GEN_261006_BANDEL1_132_4,85,2170,coal
GEN_261006_BANDEL1_132_5,210,2170,coal
GEN_261027_DPL1_132_1,35,1650,coal
GEN_261027_DPL1_132_2,35,1650,coal
GEN_261027_DPL1_132_3,85,1650,coal
GEN_261027_DPL1_132_4,85,1650,coal
GEN_261027_DPL1_132_5,85,1650,coal
GEN_262000_SANTLDI_220_1,130,2170,coal
GEN_262000_SANTLDI_220_2,130,2170,coal
GEN_262000_SANTLDI_220_3,130,2170,coal
GEN_262000_SANTLDI_220_4,130,2170,coal
GEN_262000_SANTLDI_220_5,250,2170,coal
GEN_262000_SANTLDI_220_6,300,2170,coal
GEN_262002_KTPS220_220_1,210,2454.7,coal
GEN_262002_KTPS220_220_2,210,2454.7,coal
GEN_262002_KTPS220_220_3,210,2454.7,coal
GEN_262010_BKRESWAR2_220_3,210,2163.3,coal
GEN_262010_BKRESWAR2_220_4,210,2163.3,coal
GEN_262010_BKRESWAR2_220_5,210,2163.3,coal
GEN_264000_KTPP4_400_4,210,2454.7,coal
GEN_264000_KTPP4_400_5,210,2454.7,coal
GEN_264000_KTPP4_400_6,210,2454.7,coal
GEN_264003_SAGARDIGHI4_400_1,250,2170,coal
GEN_264003_SAGARDIGHI4_400_2,250,2170,coal
GEN_264004_BAKRESWAR4_400_1,210,2163.3,coal
GEN_264004_BAKRESWAR4_400_2,210,2163.3,coal
GEN_264008_FARAKKA_400_1,210,2831,coal
GEN_264008_FARAKKA_400_2,210,2831,coal
GEN_264008_FARAKKA_400_3,190,2831,coal
GEN_264008_FARAKKA_400_4,465,2831,coal
GEN_264008_FARAKKA_400_5,465,2831,coal
GEN_264008_FARAKKA_400_6,500,2800,coal
GEN_264012_HALDIA_400_1,250,2336.080435,coal
GEN_264012_HALDIA_400_2,250,2336.080435,coal
GEN_271005_BUGBUG_132_1,263,2410,coal
GEN_271005_BUGBUG_132_2,263,2410,coal
GEN_271008_SRS_132_1,60,2970,coal
GEN_271008_SRS_132_2,60,2970,coal
GEN_271016_TRS1_132_1,60,2910,coal
GEN_271016_TRS1_132_2,60,2910,coal
GEN_271016_TRS1_132_3,60,2910,coal
GEN_271016_TRS1_132_4,60,2910,coal
GEN_272002_BUGBUG2_220_1,263,2410,coal
GEN_311008_DHUV1_132_1,65,2490,coal
GEN_311008_DHUV1_132_2,65,2490,coal
GEN_311008_DHUV1_132_3,65,2490,coal
GEN_311008_DHUV1_132_4,65,2490,coal
GEN_311008_DHUV1_132_5,120,2490,coal
GEN_311008_DHUV1_132_6,120,2490,coal
GEN_311015_SIKKA1_132_1,120,3670,coal
GEN_311015_SIKKA1_132_2,120,3670,coal
GEN_311023_AECOM1_132_C,60,2824.375,coal
GEN_311023_AECOM1_132_D,110,2824.375,coal
GEN_311023_AECOM1_132_E,110,2824.375,coal
GEN_312005_GANDHINAGAR_220_1,120,4900,coal
GEN_312005_GANDHINAGAR_220_2,120,4900,coal
GEN_312005_GANDHINAGAR_220_3,210,3560,coal
GEN_312005_GANDHINAGAR_220_4,210,3560,coal
GEN_312005_GANDHINAGAR_220_5,210,3140,coal
GEN_312018_WANAK2_220_1,210,3230,coal
GEN_312018_WANAK2_220_2,210,3230,coal
GEN_312018_WANAK2_220_3,210,3230,coal
GEN_312027_UKAIT2_220_1,120,2890,coal
GEN_312027_UKAIT2_220_2,120,2890,coal
GEN_312027_UKAIT2_220_3,200,2890,coal
GEN_312027_UKAIT2_220_4,200,2890,coal
GEN_312027_UKAIT2_220_5,210,2890,coal
GEN_312055_MUNDRA2_220_1,330,1670,coal
GEN_312055_MUNDRA2_220_2,330,1670,coal
GEN_312060_AKRIM_220_1,125,910,coal
GEN_312060_AKRIM_220_2,125,910,coal
GEN_314002_WANAKBORI_400_1,210,3230,coal
GEN_314002_WANAKBORI_400_2,210,3230,coal
GEN_314002_WANAKBORI_400_3,210,3230,coal
GEN_314002_WANAKBORI_400_4,210,3230,coal
GEN_314005_UKAI_400_6,500,2480,coal
GEN_314013_MUNDRA_400_3,330,1670,coal
GEN_314013_MUNDRA_400_4,330,1670,coal
GEN_321028_AMK132_132_1,30,1610,coal
GEN_321028_AMK132_132_2,30,1610,coal
GEN_321228_BLA-TPS_132_1,45,2370,coal
GEN_321228_BLA-TPS_132_2,45,2370,coal
GEN_322010_SAT2_220_1,62.5,1830.294118,coal
GEN_322010_SAT2_220_2,62.5,1830.294118,coal
GEN_322010_SAT2_220_3,62.5,1830.294118,coal
GEN_322010_SAT2_220_4,62.5,2614.671396,coal
GEN_322010_SAT2_220_5,62.5,1830.294118,coal
GEN_322010_SAT2_220_6,200,2614.671396,coal
GEN_322010_SAT2_220_7,210,2000,coal
GEN_322013_AMARK2_220_1,120,1610,coal
GEN_322013_AMARK2_220_2,120,1610,coal
GEN_322013_AMARK2_220_3,210,1610,coal
GEN_322014_BIRST2_220_1,210,2500,coal
GEN_322014_BIRST2_220_2,210,2500,coal
GEN_322014_BIRST2_220_3,210,2500,coal
GEN_324003_SATPURA_400_10,250,1780,coal
GEN_324003_SATPURA_400_11,250,1780,coal
GEN_324003_SATPURA_400_8,210,1780,coal
GEN_324003_SATPURA_400_9,210,1780,coal
GEN_324016_BIRSINGPUR_400_5,550,2500,coal
GEN_324025_MALWA_400_1,600,1860,coal
GEN_324025_MALWA_400_2,600,1860,coal
GEN_324029_MB-POWER_400_1,600,1610,coal
GEN_324030_VINDHYACHAL_400_1,220.5,1530,coal
GEN_324030_VINDHYACHAL_400_10,525,1430,coal
GEN_324030_VINDHYACHAL_400_2,220.5,1530,coal
GEN_324030_VINDHYACHAL_400_3,220.5,1530,coal
GEN_324030_VINDHYACHAL_400_4,220.5,1530,coal
GEN_324030_VINDHYACHAL_400_5,220.5,1530,coal
GEN_324030_VINDHYACHAL_400_6,220.5,1530,coal
GEN_324030_VINDHYACHAL_400_7,525,1550,coal
GEN_324030_VINDHYACHAL_400_8,525,1550,coal
GEN_324030_VINDHYACHAL_400_9,525,1430,coal
GEN_324031_VINDH-IV_400_1,500,1470,coal
GEN_324034_MAHAN_400_1,660,1830.294118,coal
GEN_324034_MAHAN_400_2,660,1830.294118,coal
GEN_324035_JP-BINA_400_1,250,2650,coal
GEN_324035_JP-BINA_400_2,250,2650,coal
GEN_324037_VCHAL-12_400_2,500,1470,coal
GEN_324039_JHABUA_400_1,600,1610,coal
GEN_331013_BHUSA1_132_2,210,3060,coal
GEN_331013_BHUSA1_132_3,210,3060,coal
GEN_332024_PARLI2_220_3,210,2970,coal
GEN_332024_PARLI2_220_4,210,2970,coal
GEN_332024_PARLI2_220_5,210,2970,coal
GEN_332024_PARLI2_220_6,250,2720,coal
GEN_332024_PARLI2_220_7,250,2720,coal
GEN_332027_CHAND2_220_1,210,2630,coal
GEN_332029_WARDH2_220_1,40,2916.230769,coal
GEN_332029_WARDH2_220_2,40,2916.230769,coal
GEN_332031_KORAD2_220_5,200,3500,coal
GEN_332040_NASIK2_220_1,140,2614.671396,coal
GEN_332040_NASIK2_220_2,140,3890,coal
GEN_332040_NASIK2_220_3,210,3890,coal
GEN_332040_NASIK2_220_4,210,3890,coal
GEN_332040_NASIK2_220_5,210,3890,coal
GEN_332041_TROMB2_220_4,150,2660,coal
GEN_332041_TROMB2_220_5,500,2660,coal
GEN_332041_TROMB2_220_6,500,6880,coal
GEN_332041_TROMB2_220_7,180,5410,coal
GEN_332041_TROMB2_220_8,250,2590,coal
GEN_332042_KKHED2_220_1,210,2950,coal
GEN_332042_KKHED2_220_2,210,2950,coal
GEN_332042_KKHED2_220_3,210,2950,coal
GEN_332042_KKHED2_220_4,210,2950,coal
GEN_332082_DAHAN2_220_1,250,2910,coal
GEN_332082_DAHAN2_220_2,250,2910,coal
GEN_332105_PARAS_220_3,250,2340,coal
GEN_332105_PARAS_220_4,250,2340,coal
GEN_332165_PAWAS_220_1,22,2916.230769,coal
GEN_332179_INDORAM_220_1,22,2916.230769,coal
GEN_332182_CHND-MDC_220_1,63,2916.230769,coal
GEN_332183_MATRDEV_220_1,27,2916.230769,coal
GEN_332185_FINOLEX_220_1,22,2916.230769,coal
GEN_332190_KSK-WRDH_220_1,135,2916.230769,coal
GEN_332190_KSK-WRDH_220_2,135,2916.230769,coal
GEN_332190_KSK-WRDH_220_3,135,2916.230769,coal
GEN_332190_KSK-WRDH_220_4,135,2916.230769,coal
GEN_332198_VIDARBHA_220_1,300,2860,coal
GEN_332198_VIDARBHA_220_2,300,2860,coal
GEN_332199_ABHI-NG_220_1,68.5,2916.230769,coal
GEN_332199_ABHI-NG_220_2,68.5,2916.230769,coal
GEN_332199_ABHI-NG_220_3,68.5,2916.230769,coal
GEN_332199_ABHI-NG_220_4,68.5,2916.230769,coal
GEN_334007_CHANDRAPUR_400_2,210,2630,coal
GEN_334007_CHANDRAPUR_400_3,210,2630,coal
GEN_334007_CHANDRAPUR_400_4,210,2630,coal
GEN_334007_CHANDRAPUR_400_5,500,2630,coal
GEN_334007_CHANDRAPUR_400_6,500,2630,coal
GEN_334007_CHANDRAPUR_400_7,500,2630,coal
GEN_334010_KORADI_400_1,210,3500,coal
GEN_334010_KORADI_400_2,210,3500,coal
GEN_334010_KORADI_400_3,210,3500,coal
GEN_334023_JAIGAD_400_1,300,1740,coal
GEN_334023_JAIGAD_400_2,300,1740,coal
GEN_334023_JAIGAD_400_3,300,1740,coal
GEN_334023_JAIGAD_400_4,300,1740,coal
GEN_334026_K-KHD-N_400_5,500,2560,coal
GEN_334029_BHUSWL-N_400_4,500,2540,coal
GEN_334029_BHUSWL-N_400_5,500,2540,coal
GEN_334032_NANDGAONPETH_400_1,270,2810,coal
GEN_334032_NANDGAONPETH_400_2,270,2810,coal
GEN_334032_NANDGAONPETH_400_3,270,2810,coal
GEN_334035_NASIK-SI_400_1,270,3890,coal
GEN_334036_DHARIWAL_400_1,300,2916.230769,coal
GEN_334039_DHARIWAL_400_2,300,2916.230769,coal
GEN_334045_MAUDA_400_1,550,2590,coal
GEN_334045_MAUDA_400_2,550,2590,coal
GEN_334046_EMCO_400_1,315,1442,coal
GEN_334046_EMCO_400_2,315,1442,coal
GEN_334047_IEPL_400_1,315,2916.230769,coal
GEN_334047_IEPL_400_2,315,2916.230769,coal
GEN_351012_RAIGARH_132_1,24,1758.275862,coal
GEN_351012_RAIGARH_132_2,15,1758.275862,coal
GEN_351035_ARASMETA_132_1,50,1758.275862,coal
GEN_351041_MONNET_R_132_1,90,1758.275862,coal
GEN_351084_SKS_132_1,85,1758.275862,coal
GEN_351095_ARYAN-CL_132_1,30,590,coal
GEN_351113_MONNET-M_132_1,52,1758.275862,coal
GEN_351119_SPECTRUM-CL_132_1,52.5,1758.275862,coal
GEN_351119_SPECTRUM-CL_132_2,52.5,1758.275862,coal
GEN_352004_KORBW2_220_1,210,1790,coal
GEN_352004_KORBW2_220_2,210,1790,coal
GEN_352005_KORBE2_220_1,50,2500,coal
GEN_352005_KORBE2_220_2,50,2500,coal
GEN_352005_KORBE2_220_3,50,2500,coal
GEN_352005_KORBE2_220_4,50,2500,coal
GEN_352005_KORBE2_220_5,120,2500,coal
GEN_352005_KORBE2_220_6,120,2500,coal
GEN_352011_KORBAEXT_220_1,250,2940,coal
GEN_352011_KORBAEXT_220_2,250,2940,coal
GEN_352026_BALCO_220_1,300,1758.275862,coal
GEN_352031_JINB2-2_220_4,275,1758.275862,coal
GEN_352032_BALCO2_220_1,70.87,1758.275862,coal
GEN_352032_BALCO2_220_2,70.87,1758.275862,coal
GEN_352032_BALCO2_220_3,315,1758.275862,coal
GEN_352032_BALCO2_220_4,315,1758.275862,coal
GEN_352033_DCPP_JS_220_1,141.5,1758.275862,coal
GEN_352033_DCPP_JS_220_2,141.5,1758.275862,coal
GEN_352035_JSPCL2_220_1,374,1758.275862,coal
GEN_352037_DCPP_JS_220_1,141.5,1758.275862,coal
GEN_352037_DCPP_JS_220_2,141.5,1758.275862,coal
GEN_354002_KORBA-WEST_400_3,210,1790,coal
GEN_354002_KORBA-WEST_400_4,210,1790,coal
GEN_354002_KORBA-WEST_400_5,500,1790,coal
GEN_354009_MARWA_400_1,500,3140,coal
GEN_354009_MARWA_400_2,500,3140,coal
GEN_354013_GMR_400_1,685,1758.275862,coal
GEN_354013_GMR_400_2,685,1758.275862,coal
GEN_354017_KORBA-NTPC_400_1,227.41,1100,coal
GEN_354017_KORBA-NTPC_400_2,227.41,1100,coal
GEN_354017_KORBA-NTPC_400_3,227.41,1100,coal
GEN_354017_KORBA-NTPC_400_4,545,1100,coal
GEN_354017_KORBA-NTPC_400_5,545,1100,coal
GEN_354017_KORBA-NTPC_400_6,545,1100,coal
GEN_354017_KORBA-NTPC_400_7,545,1080,coal
GEN_354018_KSK-MAHNADI_400_1,687,1758.275862,coal
GEN_354018_KSK-MAHNADI_400_2,687,1758.275862,coal
GEN_354022_PATH4_400_1,315,1610,coal
GEN_354022_PATH4_400_2,315,1610,coal
GEN_354023_NSPCL4_400_1,262.5,1758.275862,coal
GEN_354023_NSPCL4_400_2,262.5,1758.275862,coal
GEN_354025_JIN4-B1_400_1,275,1758.275862,coal
GEN_354025_JIN4-B1_400_2,275,1758.275862,coal
GEN_354025_JIN4-B1_400_3,275,1758.275862,coal
GEN_354028_ARYN_CBL_400_1,141.5,590,coal
GEN_354028_ARYN_CBL_400_2,141.5,590,coal
GEN_354029_BALCO_400_1,315,1758.275862,coal
GEN_354029_BALCO_400_2,315,1758.275862,coal
GEN_354030_VANDANA_400_1,148.5,1758.275862,coal
GEN_354030_VANDANA_400_2,148.5,1758.275862,coal
GEN_354031_DB-POWER_400_1,630,1758.275862,coal
GEN_354032_JPL_EXTN_400_1,630,1758.275862,coal
GEN_354032_JPL_EXTN_400_2,630,1758.275862,coal
GEN_354032_JPL_EXTN_400_3,630,1758.275862,coal
GEN_354032_JPL_EXTN_400_4,630,1758.275862,coal
GEN_354033_MARUTI_400_1,330,1758.275862,coal
GEN_354038_RKM_400_1,327,1758.275862,coal
GEN_354038_RKM_400_4,327,1758.275862,coal
GEN_354044_SKS_400_1,300,1758.275862,coal
GEN_354044_SKS_400_2,300,1758.275862,coal
GEN_354044_SKS_400_3,300,1758.275862,coal
GEN_354044_SKS_400_4,300,1758.275862,coal
GEN_357002_SIPAT_765_4,545,1090,coal
GEN_357002_SIPAT_765_5,545,1120,coal
GEN_411223_NVBRTH_132_1,18,2605.328823,coal
GEN_412025_VTPS_220_1,210,2559.999356,coal
GEN_412025_VTPS_220_2,210,2559.999356,coal
GEN_412025_VTPS_220_3,210,2559.999356,coal
GEN_412025_VTPS_220_4,210,2559.999356,coal
GEN_412025_VTPS_220_5,210,2559.999356,coal
GEN_412025_VTPS_220_6,210,2559.999356,coal
GEN_412034_MUDDANUR_220_1,210,3330.058939,coal
GEN_412034_MUDDANUR_220_2,210,3330.058939,coal
GEN_412034_MUDDANUR_220_3,210,3330.030278,coal
GEN_412034_MUDDANUR_220_4,210,3330.030278,coal
GEN_412034_MUDDANUR_220_5,210,3330.053667,coal
GEN_412088_ANRAKU_220_1,150,2605.328823,coal
GEN_412091_SRDAL-NEW_220_1,80,2605.328823,coal
GEN_412094_SBQ_220_1,90,2605.328823,coal
GEN_412095_STEEL_XCHNG_220_1,60,2605.328823,coal
GEN_412097_SRIGIRIJA_220_1,108,5450,coal
GEN_412098_SILK-RD-SRS_220_1,30,2605.328823,coal
GEN_412099_JP-CEMENTS_220_1,28.8,5450,coal
GEN_414012_SIMHADRI_400_1,500,2600.823045,coal
GEN_414012_SIMHADRI_400_2,500,2600.823045,coal
GEN_414013_VTS-IV_400_1,500,2789.982259,coal
GEN_414020_SMHDRI-2_400_3,500,2591.101695,coal
GEN_414020_SMHDRI-2_400_4,500,2591.101695,coal
GEN_414022_SMHPURI_400_1,150,2605.328823,coal
GEN_414022_SMHPURI_400_2,150,2605.328823,coal
GEN_414022_SMHPURI_400_3,150,2605.328823,coal
GEN_414022_SMHPURI_400_4,150,2605.328823,coal
GEN_414026_MNAKSHI_400_1,150,2605.328823,coal
GEN_414026_MNAKSHI_400_2,150,2605.328823,coal
GEN_414027_HINDUJA_400_1,500,1860.284605,coal
GEN_421031_KOTAGDEM_132_1,60,2029.688631,coal
GEN_421040_NAVBAATH_132_1,72,2605.328823,coal
GEN_421055_RAMGUM-B_132_1,62.5,2369.764239,coal
GEN_421178_SEEAPRAM_132_1,43,2605.328823,coal
GEN_421184_MADHUCON_132_1,25,2605.328823,coal
GEN_421196_KKTYACEM_132_1,20,2605.328823,coal
GEN_421199_MYHOMEPOWE_132_1,60,2605.328823,coal
GEN_421201_PENNAPOWER_132_1,77,2040,coal
GEN_421203_KRSHNV-CEM_132_1,29,2605.328823,coal
GEN_422004_HWP_220_1,90,2605.328823,coal
GEN_422005_KOTAGDEM_220_10,250,1579,coal
GEN_422005_KOTAGDEM_220_2,60,2029.688631,coal
GEN_422005_KOTAGDEM_220_3,60,2029.688631,coal
GEN_422005_KOTAGDEM_220_4,60,2029.688631,coal
GEN_422005_KOTAGDEM_220_5,120,2029.688631,coal
GEN_422005_KOTAGDEM_220_6,120,2029.688631,coal
GEN_422005_KOTAGDEM_220_7,120,2029.688631,coal
GEN_422005_KOTAGDEM_220_8,120,2029.688631,coal
GEN_422005_KOTAGDEM_220_9,250,1579,coal
GEN_422059_NBEIL_220_1,150,2605.328823,coal
GEN_422062_ORIENTCEM_220_1,50,2605.328823,coal
GEN_424002_RGM-NTPC_400_1,200,2510.522743,coal
GEN_424002_RGM-NTPC_400_2,200,2510.522743,coal
GEN_424002_RGM-NTPC_400_3,200,2510.522743,coal
GEN_424002_RGM-NTPC_400_4,500,2510.522743,coal
GEN_424002_RGM-NTPC_400_5,500,2510.522743,coal
GEN_424002_RGM-NTPC_400_6,500,2510.522743,coal
GEN_424002_RGM-NTPC_400_7,500,2580.129465,coal
GEN_424009_KKTYATPS_400_1,500,2130.140209,coal
GEN_424012_KTPS_400_1,500,2690.128917,coal
GEN_431213_KOGANTI_110_1,7.5,3890.775353,coal
GEN_431312_RAJA-CEM_110_1,58.5,3890.775353,coal
GEN_431349_SHTHVANA_110_1,21,3890.775353,coal
GEN_431367_SOLARIS_110_1,18,3890.775353,coal
GEN_431373_STRMETLC_110_1,5,3890.775353,coal
GEN_431376_SURANIND_110_1,32,3890.775353,coal
GEN_431403_VASCEM_110_1,61.2,3890.775353,coal
GEN_432017_BMMISPAT_220_1,22.5,5450,coal
GEN_432042_JINDAL2_220_1,130,5770,coal
GEN_432042_JINDAL2_220_2,130,5770,coal
GEN_432071_RTPS_220_1,210,2970.964684,coal
